20160715|COMPOSITE|0|0|5110.178|6521438635|7639904111792
20160715|AGRI|0|0|1785.595|381072686|320016284250
20160715|MINING|0|0|1150.777|586287690|439160156250
20160715|BASIC-IND|0|0|434.611|472477803|435299112265
20160715|MISC-IND|0|0|1196.645|273116848|659203387025
20160715|CONSUMER|0|0|2355.524|117889345|605582222860
20160715|PROPERTY|0|0|547.462|1779260247|1148074594789
20160715|INFRASTRUC|0|0|1159.216|834288314|1243604740160
20160715|FINANCE|0|0|730.742|784842778|2128863408625
20160715|TRADE|0|0|876.263|1292202924|660100205568
20160715|MANUFACTUR|0|0|1297.418|863483996|1700084722150
20160715|LQ45|0|0|877.486|1777292207|5793173385156
20160715|JII|0|0|704.664|1000842363|3145447196846
20160715|MBX|0|0|1470.145|4658744685|6920058032651
20160715|DBX|0|0|713.027|1862693950|719846079141
20160715|KOMPAS100|0|0|1096.56|3419966333|6701243764871
20160715|BISNIS-27|0|0|445.102|957966223|4442358420630
20160715|PEFINDO25|0|0|411.354|486601257|403905596376
20160715|SRI-KEHATI|0|0|300.822|835976132|4324356778970
20160715|ISSI|0|0|168.923|3899489626|4510380370046
20160715|IDX30|0|0|469.834|1057223024|4704352176776
20160715|INFOBANK15|0|0|550.772|274001973|1948319596600
20160715|SMinfra18|0|0|358.033|464522931|1608358511425
20160715|MNC36|0|0|290.521|912043338|4606152527226
20160715|Investor33|0|0|363.533|1040069158|4610488557720
